Amp, Phaseshift, Time, Vd, Vr, VL, VC
-0.0917047,372.342,0,0,0,0,0
-0.0917047,372.342,4.87805e-007,0.188372,0.00459443,0.188372,0
-0.0917047,372.342,9.7561e-007,0.376,0.0136531,0.371405,0.00448237
-0.0917047,372.342,1.46341e-006,0.562144,0.0269216,0.544008,0.0178025
-0.0917047,372.342,1.95122e-006,0.74607,0.0440276,0.701346,0.0440674
-0.0917047,372.342,2.43902e-006,0.927051,0.0644899,0.838956,0.0870212
-0.0917047,372.342,2.92683e-006,1.10437,0.0877305,0.952863,0.149938
-0.0917047,372.342,3.41463e-006,1.27734,0.113088,1.03967,0.235529
-0.0917047,372.342,3.90244e-006,1.44526,0.139836,1.09664,0.345859
-0.0917047,372.342,4.39024e-006,1.60748,0.167196,1.12179,0.482284
-0.0917047,372.342,4.87805e-006,1.76336,0.194364,1.11388,0.645402
-0.0917047,372.342,5.36585e-006,1.91227,0.220523,1.07251,0.835026
-0.0917047,372.342,5.85366e-006,2.05364,0.244866,0.998093,1.05017
-0.0917047,372.342,6.34146e-006,2.18691,0.266619,0.89187,1.28906
-0.0917047,372.342,6.82927e-006,2.31154,0.285055,0.755857,1.54918
-0.0917047,372.342,7.31707e-006,2.42705,0.299514,0.592816,1.82728
-0.0917047,372.342,7.80488e-006,2.53298,0.309421,0.406187,2.11949
-0.0917047,372.342,8.29268e-006,2.62892,0.314299,0.200008,2.42137
-0.0917047,372.342,8.78049e-006,2.71448,0.313782,-0.0211829,2.728
-0.0917047,372.342,9.26829e-006,2.78933,0.307625,-0.252451,3.03413
-0.0917047,372.342,9.7561e-006,2.85317,0.295708,-0.488583,3.33425
-0.0917047,372.342,1.02439e-005,2.90575,0.278045,-0.724208,3.62275
-0.0917047,372.342,1.07317e-005,2.94686,0.254778,-0.953928,3.89401
-0.0917047,372.342,1.12195e-005,2.97634,0.226182,-1.17244,4.14257
-0.0917047,372.342,1.17073e-005,2.99408,0.192653,-1.37467,4.36324
-0.0917047,372.342,1.21951e-005,3,0.154705,-1.55589,4.55119
-0.0917047,372.342,1.26829e-005,2.99408,0.112953,-1.71182,4.70212
-0.0917047,372.342,1.31707e-005,2.97634,0.068106,-1.83873,4.81232
-0.0917047,372.342,1.36585e-005,2.94686,0.0209459,-1.93357,4.87877
-0.0917047,372.342,1.41463e-005,2.90575,-0.0276874,-1.99396,4.8992
-0.0917047,372.342,1.46341e-005,2.85317,-0.0769153,-2.01835,4.87219
-0.0917047,372.342,1.5122e-005,2.78933,-0.125841,-2.00595,4.79715
-0.0917047,372.342,1.56098e-005,2.71448,-0.173568,-1.95683,4.67438
-0.0917047,372.342,1.60976e-005,2.62892,-0.219224,-1.87189,4.50504
-0.0917047,372.342,1.65854e-005,2.53298,-0.261976,-1.75284,4.29117
-0.0917047,372.342,1.70732e-005,2.42705,-0.301053,-1.60214,4.03558
-0.0917047,372.342,1.7561e-005,2.31154,-0.33576,-1.42299,3.74187
-0.0917047,372.342,1.80488e-005,2.18691,-0.365497,-1.2192,3.4143
-0.0917047,372.342,1.85366e-005,2.05364,-0.389769,-0.995162,3.05772
-0.0917047,372.342,1.90244e-005,1.91227,-0.4082,-0.755677,2.67746
-0.0917047,372.342,1.95122e-005,1.76336,-0.420539,-0.505899,2.27921
-0.0917047,372.342,2e-005,1.60748,-0.426666,-0.251192,1.86893
-0.0917047,372.342,2.04878e-005,1.44526,-0.426593,0.00299732,1.45267
-0.0917047,372.342,2.09756e-005,1.27734,-0.420464,0.25126,1.03648
-0.0917047,372.342,2.14634e-005,1.10437,-0.408553,0.488356,0.626273
-0.0917047,372.342,2.19512e-005,0.927051,-0.391252,0.709331,0.227685
-0.0917047,372.342,2.2439e-005,0.74607,-0.369066,0.909637,-0.154025
-0.0917047,372.342,2.29268e-005,0.562144,-0.342597,1.08523,-0.514089
-0.0917047,372.342,2.34146e-005,0.376,-0.312531,1.23269,-0.84833
-0.0917047,372.342,2.39024e-005,0.188372,-0.279623,1.34923,-1.15324
-0.0917047,372.342,2.43902e-005,3.67382e-016,-0.244675,1.43286,-1.42604
-0.0917047,372.342,2.4878e-005,-0.188372,-0.208521,1.48235,-1.66475
-0.0917047,372.342,2.53659e-005,-0.376,-0.172002,1.49727,-1.86818
-0.0917047,372.342,2.58537e-005,-0.562144,-0.135952,1.47804,-2.03599
-0.0917047,372.342,2.63415e-005,-0.74607,-0.101175,1.42587,-2.16863
-0.0917047,372.342,2.68293e-005,-0.927051,-0.0684246,1.34275,-2.26733
-0.0917047,372.342,2.73171e-005,-1.10437,-0.0383908,1.23139,-2.33409
-0.0917047,372.342,2.78049e-005,-1.27734,-0.01168,1.09514,-2.37154
-0.0917047,372.342,2.82927e-005,-1.44526,0.0111972,0.937964,-2.38294
-0.0917047,372.342,2.87805e-005,-1.60748,0.0298377,0.764262,-2.37202
-0.0917047,372.342,2.92683e-005,-1.76336,0.0439553,0.578822,-2.34291
-0.0917047,372.342,2.97561e-005,-1.91227,0.0533865,0.386679,-2.30002
-0.0917047,372.342,3.02439e-005,-2.05364,0.0580937,0.192995,-2.24794
-0.0917047,372.342,3.07317e-005,-2.18691,0.0581654,0.00293872,-2.19126
-0.0917047,372.342,3.12195e-005,-2.31154,0.0538131,-0.178444,-2.13451
-0.0917047,372.342,3.17073e-005,-2.42705,0.0453656,-0.346349,-2.08201
-0.0917047,372.342,3.21951e-005,-2.53298,0.0332598,-0.496335,-2.03776
-0.0917047,372.342,3.26829e-005,-2.62892,0.0180299,-0.624425,-2.00531
-0.0917047,372.342,3.31707e-005,-2.71448,0.00029325,-0.727205,-1.98772
-0.0917047,372.342,3.36585e-005,-2.78933,-0.0192654,-0.801906,-1.98743
-0.0917047,372.342,3.41463e-005,-2.85317,-0.0399111,-0.846474,-2.00623
-0.0917047,372.342,3.46341e-005,-2.90575,-0.0608773,-0.859613,-2.04516
-0.0917047,372.342,3.5122e-005,-2.94686,-0.0813851,-0.840821,-2.10456
-0.0917047,372.342,3.56098e-005,-2.97634,-0.100663,-0.790403,-2.18396
-0.0917047,372.342,3.60976e-005,-2.99408,-0.117967,-0.709461,-2.28216
-0.0917047,372.342,3.65854e-005,-3,-0.132598,-0.599869,-2.39725
-0.0917047,372.342,3.70732e-005,-2.99408,-0.143921,-0.464228,-2.52662
-0.0917047,372.342,3.7561e-005,-2.97634,-0.151379,-0.305805,-2.66703
-0.0917047,372.342,3.80488e-005,-2.94686,-0.154512,-0.128454,-2.81472
-0.0917047,372.342,3.85366e-005,-2.90575,-0.152964,0.0634788,-2.96546
-0.0917047,372.342,3.90244e-005,-2.85317,-0.146495,0.265254,-3.11469
-0.0917047,372.342,3.95122e-005,-2.78933,-0.134986,0.471858,-3.25761
