Amp, Phaseshift, Time, Vd, Vr, VL, VC
-0.57538,372.781,0,0,0,0,0
-0.57538,372.781,2.15054e-007,0.188372,0.0020255,0.188372,0
-0.57538,372.781,4.30108e-007,0.376,0.00604673,0.373974,0.000871183
-0.57538,372.781,6.45161e-007,0.562144,0.0120169,0.555226,0.00347193
-0.57538,372.781,8.60215e-007,0.74607,0.0198726,0.730581,0.00864049
-0.57538,372.781,1.07527e-006,0.927051,0.0295343,0.898538,0.0171878
-0.57538,372.781,1.29032e-006,1.10437,0.0409069,1.05765,0.0298908
-0.57538,372.781,1.50538e-006,1.27734,0.0538805,1.20654,0.0474851
-0.57538,372.781,1.72043e-006,1.44526,0.0683309,1.3439,0.0706595
-0.57538,372.781,1.93548e-006,1.60748,0.0841212,1.46849,0.100049
-0.57538,372.781,2.15054e-006,1.76336,0.101102,1.57919,0.13623
-0.57538,372.781,2.36559e-006,1.91227,0.119112,1.67494,0.179715
-0.57538,372.781,2.58065e-006,2.05364,0.137981,1.75481,0.230946
-0.57538,372.781,2.7957e-006,2.18691,0.157529,1.81798,0.290292
-0.57538,372.781,3.01075e-006,2.31154,0.177569,1.86372,0.358047
-0.57538,372.781,3.22581e-006,2.42705,0.197907,1.89144,0.43442
-0.57538,372.781,3.44086e-006,2.53298,0.218344,1.90066,0.519542
-0.57538,372.781,3.65591e-006,2.62892,0.238678,1.89103,0.613453
-0.57538,372.781,3.87097e-006,2.71448,0.258703,1.86235,0.71611
-0.57538,372.781,4.08602e-006,2.78933,0.278214,1.81452,0.82738
-0.57538,372.781,4.30108e-006,2.85317,0.297005,1.74758,0.947042
-0.57538,372.781,4.51613e-006,2.90575,0.314873,1.6617,1.07479
-0.57538,372.781,4.73118e-006,2.94686,0.331617,1.5572,1.21022
-0.57538,372.781,4.94624e-006,2.97634,0.347042,1.43451,1.35285
-0.57538,372.781,5.16129e-006,2.99408,0.360958,1.29419,1.50211
-0.57538,372.781,5.37634e-006,3,0.373183,1.13693,1.65736
-0.57538,372.781,5.5914e-006,2.99408,0.383544,0.963535,1.81787
-0.57538,372.781,5.80645e-006,2.97634,0.391876,0.774929,1.98284
-0.57538,372.781,6.02151e-006,2.94686,0.398028,0.572149,2.15139
-0.57538,372.781,6.23656e-006,2.90575,0.40186,0.356336,2.32258
-0.57538,372.781,6.45161e-006,2.85317,0.403244,0.12873,2.49542
-0.57538,372.781,6.66667e-006,2.78933,0.402068,-0.109337,2.66886
-0.57538,372.781,6.88172e-006,2.71448,0.398236,-0.356448,2.84179
-0.57538,372.781,7.09677e-006,2.62892,0.391664,-0.611109,3.01308
-0.57538,372.781,7.31183e-006,2.53298,0.382291,-0.871759,3.18154
-0.57538,372.781,7.52688e-006,2.42705,0.370067,-1.13678,3.34596
-0.57538,372.781,7.74194e-006,2.31154,0.354965,-1.40449,3.50513
-0.57538,372.781,7.95699e-006,2.18691,0.336974,-1.67319,3.6578
-0.57538,372.781,8.17204e-006,2.05364,0.316102,-1.94114,3.80274
-0.57538,372.781,8.3871e-006,1.91227,0.292375,-2.20657,3.9387
-0.57538,372.781,8.60215e-006,1.76336,0.26584,-2.46772,4.06445
-0.57538,372.781,8.8172e-006,1.60748,0.236563,-2.72281,4.17879
-0.57538,372.781,9.03226e-006,1.44526,0.204626,-2.97009,4.28054
-0.57538,372.781,9.24731e-006,1.27734,0.170134,-3.20783,4.36855
-0.57538,372.781,9.46237e-006,1.10437,0.133206,-3.43431,4.44172
-0.57538,372.781,9.67742e-006,0.927051,0.0939812,-3.64788,4.49902
-0.57538,372.781,9.89247e-006,0.74607,0.0526164,-3.84693,4.53944
-0.57538,372.781,1.01075e-005,0.562144,0.00928398,-4.02991,4.56207
-0.57538,372.781,1.03226e-005,0.376,-0.0358274,-4.19535,4.56606
-0.57538,372.781,1.05376e-005,0.188372,-0.0825141,-4.34186,4.55065
-0.57538,372.781,1.07527e-005,3.67382e-016,-0.130559,-4.46814,4.51516
-0.57538,372.781,1.09677e-005,-0.188372,-0.17973,-4.57298,4.45901
-0.57538,372.781,1.11828e-005,-0.376,-0.229787,-4.65528,4.38171
-0.57538,372.781,1.13978e-005,-0.562144,-0.280476,-4.71406,4.28287
-0.57538,372.781,1.16129e-005,-0.74607,-0.331535,-4.74847,4.16224
-0.57538,372.781,1.1828e-005,-0.927051,-0.382693,-4.75775,4.01964
-0.57538,372.781,1.2043e-005,-1.10437,-0.433675,-4.74132,3.85504
-0.57538,372.781,1.22581e-005,-1.27734,-0.484199,-4.69871,3.66852
-0.57538,372.781,1.24731e-005,-1.44526,-0.533979,-4.62958,3.46026
-0.57538,372.781,1.26882e-005,-1.60748,-0.58273,-4.53376,3.23059
-0.57538,372.781,1.29032e-005,-1.76336,-0.630162,-4.41122,2.97995
-0.57538,372.781,1.31183e-005,-1.91227,-0.675991,-4.26206,2.70892
-0.57538,372.781,1.33333e-005,-2.05364,-0.719932,-4.08657,2.41817
-0.57538,372.781,1.35484e-005,-2.18691,-0.761708,-3.88514,2.10852
-0.57538,372.781,1.37634e-005,-2.31154,-0.801045,-3.65835,1.7809
-0.57538,372.781,1.39785e-005,-2.42705,-0.837678,-3.40691,1.43637
-0.57538,372.781,1.41935e-005,-2.53298,-0.871352,-3.13167,1.07608
-0.57538,372.781,1.44086e-005,-2.62892,-0.901822,-2.83364,0.7013
-0.57538,372.781,1.46237e-005,-2.71448,-0.928853,-2.51396,0.31342
-0.57538,372.781,1.48387e-005,-2.78933,-0.952229,-2.1739,-0.0860871
-0.57538,372.781,1.50538e-005,-2.85317,-0.971743,-1.81485,-0.495648
-0.57538,372.781,1.52688e-005,-2.90575,-0.987209,-1.43836,-0.913602
-0.57538,372.781,1.54839e-005,-2.94686,-0.998457,-1.04605,-1.33821
-0.57538,372.781,1.56989e-005,-2.97634,-1.00534,-0.639679,-1.76765
-0.57538,372.781,1.5914e-005,-2.99408,-1.00771,-0.221093,-2.20005
-0.57538,372.781,1.6129e-005,-3,-1.00548,0.207767,-2.63348
-0.57538,372.781,1.63441e-005,-2.99408,-0.998545,0.644878,-3.06594
-0.57538,372.781,1.65591e-005,-2.97634,-0.986844,1.08814,-3.49542
-0.57538,372.781,1.67742e-005,-2.94686,-0.970334,1.53541,-3.91987
-0.57538,372.781,1.69892e-005,-2.90575,-0.948996,1.98446,-4.33722
-0.57538,372.781,1.72043e-005,-2.85317,-0.922834,2.43305,-4.74539
-0.57538,372.781,1.74194e-005,-2.78933,-0.891878,2.8789,-5.14231
-0.57538,372.781,1.76344e-005,-2.71448,-0.856183,3.31971,-5.52591
-0.57538,372.781,1.78495e-005,-2.62892,-0.815826,3.75318,-5.89416
-0.57538,372.781,1.80645e-005,-2.53298,-0.770912,4.17701,-6.24506
-0.57538,372.781,1.82796e-005,-2.42705,-0.721569,4.58892,-6.57663
-0.57538,372.781,1.84946e-005,-2.31154,-0.667949,4.98666,-6.88698
-0.57538,372.781,1.87097e-005,-2.18691,-0.610228,5.36803,-7.17427
-0.57538,372.781,1.89247e-005,-2.05364,-0.548606,5.73086,-7.43674
-0.57538,372.781,1.91398e-005,-1.91227,-0.483304,6.07307,-7.6727
-0.57538,372.781,1.93548e-005,-1.76336,-0.414566,6.39265,-7.88057
-0.57538,372.781,1.95699e-005,-1.60748,-0.342656,6.68766,-8.05888
-0.57538,372.781,1.97849e-005,-1.44526,-0.267857,6.95627,-8.20626
-0.57538,372.781,2e-005,-1.27734,-0.190472,7.19678,-8.32146
-0.57538,372.781,2.02151e-005,-1.10437,-0.110821,7.40756,-8.40339
-0.57538,372.781,2.04301e-005,-0.927051,-0.0292386,7.58716,-8.45105
-0.57538,372.781,2.06452e-005,-0.74607,0.053925,7.73422,-8.46363
-0.57538,372.781,2.08602e-005,-0.562144,0.138307,7.84756,-8.44043
-0.57538,372.781,2.10753e-005,-0.376,0.223535,7.92613,-8.38095
-0.57538,372.781,2.12903e-005,-0.188372,0.309223,7.96904,-8.2848
-0.57538,372.781,2.15054e-005,-7.34764e-016,0.394982,7.97558,-8.1518
-0.57538,372.781,2.17204e-005,0.188372,0.480414,7.94519,-7.98192
