Amp, Phaseshift, Time, Vd, Vr, VL, VC
-0.169106,372.342,0,0,0,0,0
-0.169106,372.342,3.38983e-007,0.188372,0.00319274,0.188372,0
-0.169106,372.342,6.77966e-007,0.376,0.0095115,0.372807,0.00216457
-0.169106,372.342,1.01695e-006,0.562144,0.0188415,0.550468,0.00861304
-0.169106,372.342,1.35593e-006,0.74607,0.0310214,0.718615,0.0213869
-0.169106,372.342,1.69492e-006,0.927051,0.0458458,0.874643,0.0424184
-0.169106,372.342,2.0339e-006,1.10437,0.063068,1.01611,0.0735003
-0.169106,372.342,2.37288e-006,1.27734,0.0824031,1.14077,0.116258
-0.169106,372.342,2.71186e-006,1.44526,0.103532,1.2466,0.172125
-0.169106,372.342,3.05085e-006,1.60748,0.126105,1.33182,0.242316
-0.169106,372.342,3.38983e-006,1.76336,0.149748,1.39493,0.327811
-0.169106,372.342,3.72881e-006,1.91227,0.174065,1.43471,0.429335
-0.169106,372.342,4.0678e-006,2.05364,0.198646,1.45024,0.547346
-0.169106,372.342,4.40678e-006,2.18691,0.223068,1.44091,0.682021
-0.169106,372.342,4.74576e-006,2.31154,0.246906,1.40645,0.833253
-0.169106,372.342,5.08475e-006,2.42705,0.269735,1.34689,1.00065
-0.169106,372.342,5.42373e-006,2.53298,0.291135,1.2626,1.18352
-0.169106,372.342,5.76271e-006,2.62892,0.310699,1.15427,1.3809
-0.169106,372.342,6.10169e-006,2.71448,0.328036,1.02288,1.59154
-0.169106,372.342,6.44068e-006,2.78933,0.342777,0.869753,1.81394
-0.169106,372.342,6.77966e-006,2.85317,0.354582,0.696454,2.04633
-0.169106,372.342,7.11864e-006,2.90575,0.363138,0.504839,2.28672
-0.169106,372.342,7.45763e-006,2.94686,0.368172,0.297,2.53292
-0.169106,372.342,7.79661e-006,2.97634,0.369448,0.0752531,2.78253
-0.169106,372.342,8.13559e-006,2.99408,0.366771,-0.157894,3.033
-0.169106,372.342,8.47458e-006,3,0.359996,-0.399771,3.28166
-0.169106,372.342,8.81356e-006,2.99408,0.34902,-0.647574,3.52572
-0.169106,372.342,9.15254e-006,2.97634,0.333793,-0.898399,3.76235
-0.169106,372.342,9.49153e-006,2.94686,0.314313,-1.14928,3.98865
-0.169106,372.342,9.83051e-006,2.90575,0.290632,-1.39721,4.20174
-0.169106,372.342,1.01695e-005,2.85317,0.262849,-1.6392,4.39878
-0.169106,372.342,1.05085e-005,2.78933,0.231115,-1.8723,4.57698
-0.169106,372.342,1.08475e-005,2.71448,0.19563,-2.09362,4.73367
-0.169106,372.342,1.11864e-005,2.62892,0.15664,-2.30038,4.8663
-0.169106,372.342,1.15254e-005,2.53298,0.114438,-2.48996,4.9725
-0.169106,372.342,1.18644e-005,2.42705,0.0693549,-2.65988,5.05008
-0.169106,372.342,1.22034e-005,2.31154,0.0217634,-2.8079,5.0971
-0.169106,372.342,1.25424e-005,2.18691,-0.0279308,-2.93196,5.11186
-0.169106,372.342,1.28814e-005,2.05364,-0.0792916,-3.03029,5.09292
-0.169106,372.342,1.32203e-005,1.91227,-0.131857,-3.10136,5.03916
-0.169106,372.342,1.35593e-005,1.76336,-0.185144,-3.14395,4.94977
-0.169106,372.342,1.38983e-005,1.60748,-0.238655,-3.15714,4.82425
-0.169106,372.342,1.42373e-005,1.44526,-0.291881,-3.14033,4.66245
-0.169106,372.342,1.45763e-005,1.27734,-0.344309,-3.09323,4.46456
-0.169106,372.342,1.49153e-005,1.10437,-0.395425,-3.01588,4.23113
-0.169106,372.342,1.52542e-005,0.927051,-0.444725,-2.90866,3.96305
-0.169106,372.342,1.55932e-005,0.74607,-0.491712,-2.77225,3.66154
-0.169106,372.342,1.59322e-005,0.562144,-0.53591,-2.60768,3.32818
-0.169106,372.342,1.62712e-005,0.376,-0.576864,-2.41627,2.96485
-0.169106,372.342,1.66102e-005,0.188372,-0.614145,-2.19961,2.57375
-0.169106,372.342,1.69492e-005,3.67382e-016,-0.647359,-1.95961,2.15738
-0.169106,372.342,1.72881e-005,-0.188372,-0.676145,-1.6984,1.7185
-0.169106,372.342,1.76271e-005,-0.376,-0.700185,-1.41835,1.26009
-0.169106,372.342,1.79661e-005,-0.562144,-0.719203,-1.12205,0.78539
-0.169106,372.342,1.83051e-005,-0.74607,-0.73297,-0.812257,0.297795
-0.169106,372.342,1.86441e-005,-0.927051,-0.741307,-0.491876,-0.199134
-0.169106,372.342,1.89831e-005,-1.10437,-0.744085,-0.163933,-0.701715
-0.169106,372.342,1.9322e-005,-1.27734,-0.74123,0.168462,-1.20618
-0.169106,372.342,1.9661e-005,-1.44526,-0.732719,0.502148,-1.70871
-0.169106,372.342,2e-005,-1.60748,-0.718584,0.833947,-2.20547
-0.169106,372.342,2.0339e-005,-1.76336,-0.698912,1.1607,-2.69264
-0.169106,372.342,2.0678e-005,-1.91227,-0.673839,1.47928,-3.16648
-0.169106,372.342,2.10169e-005,-2.05364,-0.643556,1.78668,-3.62332
-0.169106,372.342,2.13559e-005,-2.18691,-0.608303,2.07997,-4.05963
-0.169106,372.342,2.16949e-005,-2.31154,-0.568364,2.35639,-4.47204
-0.169106,372.342,2.20339e-005,-2.42705,-0.52407,2.61335,-4.85737
-0.169106,372.342,2.23729e-005,-2.53298,-0.475791,2.84846,-5.21267
-0.169106,372.342,2.27119e-005,-2.62892,-0.423934,3.05954,-5.53524
-0.169106,372.342,2.30508e-005,-2.71448,-0.368939,3.24469,-5.82265
-0.169106,372.342,2.33898e-005,-2.78933,-0.311274,3.40226,-6.07278
-0.169106,372.342,2.37288e-005,-2.85317,-0.251428,3.53089,-6.28382
-0.169106,372.342,2.40678e-005,-2.90575,-0.189911,3.62949,-6.45428
-0.169106,372.342,2.44068e-005,-2.94686,-0.127245,3.69733,-6.58303
-0.169106,372.342,2.47458e-005,-2.97634,-0.0639578,3.73393,-6.6693
-0.169106,372.342,2.50847e-005,-2.99408,-0.000581992,3.73917,-6.71266
-0.169106,372.342,2.54237e-005,-3,0.0623543,3.71324,-6.71305
-0.169106,372.342,2.57627e-005,-2.99408,0.124331,3.65662,-6.67078
-0.169106,372.342,2.61017e-005,-2.97634,0.184841,3.5701,-6.58649
-0.169106,372.342,2.64407e-005,-2.94686,0.243397,3.45478,-6.46117
-0.169106,372.342,2.67797e-005,-2.90575,0.299533,3.31202,-6.29616
-0.169106,372.342,2.71186e-005,-2.85317,0.352812,3.14345,-6.09308
-0.169106,372.342,2.74576e-005,-2.78933,0.402828,2.95094,-5.85389
-0.169106,372.342,2.77966e-005,-2.71448,0.44921,2.73658,-5.58078
-0.169106,372.342,2.81356e-005,-2.62892,0.491628,2.50265,-5.27624
-0.169106,372.342,2.84746e-005,-2.53298,0.529791,2.25162,-4.94293
-0.169106,372.342,2.88136e-005,-2.42705,0.563454,1.98609,-4.58375
-0.169106,372.342,2.91525e-005,-2.31154,0.592416,1.70875,-4.20175
-0.169106,372.342,2.94915e-005,-2.18691,0.616525,1.42242,-3.80011
-0.169106,372.342,2.98305e-005,-2.05364,0.635676,1.12994,-3.38212
-0.169106,372.342,3.01695e-005,-1.91227,0.649815,0.834177,-2.95116
-0.169106,372.342,3.05085e-005,-1.76336,0.658933,0.537987,-2.51061
-0.169106,372.342,3.08475e-005,-1.60748,0.663072,0.244192,-2.06387
-0.169106,372.342,3.11864e-005,-1.44526,0.662318,-0.0444617,-1.61433
-0.169106,372.342,3.15254e-005,-1.27734,0.656804,-0.325325,-1.1653
-0.169106,372.342,3.18644e-005,-1.10437,0.646705,-0.595877,-0.72001
-0.169106,372.342,3.22034e-005,-0.927051,0.632235,-0.853745,-0.281566
