Amp, Phaseshift, Time, Vd, Vr, VL, VC
0.311018,372.09,0,0,0,0,0
0.311018,372.09,1.41844e-007,0.188372,0.00133597,0.188372,0
0.311018,372.09,2.83688e-007,0.376,0.00399316,0.374664,0.000378998
0.311018,372.09,4.25532e-007,0.562144,0.00794899,0.557772,0.00151181
0.311018,372.09,5.67376e-007,0.74607,0.0131732,0.736609,0.00376684
0.311018,372.09,7.0922e-007,0.927051,0.0196279,0.910111,0.00750391
0.311018,372.09,8.51064e-007,1.10437,0.0272679,1.07724,0.0130721
0.311018,372.09,9.92908e-007,1.27734,0.0360409,1.237,0.0208077
0.311018,372.09,1.13475e-006,1.44526,0.0458878,1.38841,0.031032
0.311018,372.09,1.2766e-006,1.60748,0.0567428,1.53056,0.0440498
0.311018,372.09,1.41844e-006,1.76336,0.0685341,1.66256,0.0601471
0.311018,372.09,1.56028e-006,1.91227,0.0811836,1.78359,0.0795894
0.311018,372.09,1.70213e-006,2.05364,0.0946082,1.89287,0.10262
0.311018,372.09,1.84397e-006,2.18691,0.108719,1.98968,0.129459
0.311018,372.09,1.98582e-006,2.31154,0.123424,2.07336,0.160302
0.311018,372.09,2.12766e-006,2.42705,0.138625,2.14333,0.195316
0.311018,372.09,2.2695e-006,2.53298,0.154221,2.19904,0.234642
0.311018,372.09,2.41135e-006,2.62892,0.170108,2.24006,0.278393
0.311018,372.09,2.55319e-006,2.71448,0.186179,2.26598,0.32665
0.311018,372.09,2.69504e-006,2.78933,0.202324,2.2765,0.379467
0.311018,372.09,2.83688e-006,2.85317,0.218433,2.27138,0.436864
0.311018,372.09,2.97872e-006,2.90575,0.234394,2.25045,0.498831
0.311018,372.09,3.12057e-006,2.94686,0.250093,2.21364,0.565325
0.311018,372.09,3.26241e-006,2.97634,0.265419,2.16093,0.636274
0.311018,372.09,3.40426e-006,2.99408,0.280259,2.09239,0.71157
0.311018,372.09,3.5461e-006,3,0.294501,2.00817,0.791076
