Amp, Phaseshift, Time, Vd, Vr, VL, VC
0.370271,372.09,0,0,0,0,0
0.370271,372.09,1.48148e-007,0.188372,0.00139534,0.188372,0
0.370271,372.09,2.96296e-007,0.376,0.00417019,0.374604,0.000413436
0.370271,372.09,4.44444e-007,0.562144,0.00830027,0.55756,0.00164905
0.370271,372.09,5.92593e-007,0.74607,0.013753,0.73612,0.00410839
0.370271,372.09,7.40741e-007,0.927051,0.0204877,0.90919,0.00818335
0.370271,372.09,8.88889e-007,1.10437,0.0284559,1.0757,0.0142538
0.370271,372.09,1.03704e-006,1.27734,0.0376013,1.23463,0.0226852
0.370271,372.09,1.18519e-006,1.44526,0.0478604,1.38497,0.0338263
0.370271,372.09,1.33333e-006,1.60748,0.0591626,1.52579,0.0480072
0.370271,372.09,1.48148e-006,1.76336,0.0714306,1.65619,0.0655368
0.370271,372.09,1.62963e-006,1.91227,0.084581,1.7753,0.0867014
0.370271,372.09,1.77778e-006,2.05364,0.0985244,1.88236,0.111762
0.370271,372.09,1.92593e-006,2.18691,0.113166,1.97662,0.140955
0.370271,372.09,2.07407e-006,2.31154,0.128406,2.05742,0.174486
0.370271,372.09,2.22222e-006,2.42705,0.144141,2.12416,0.212532
0.370271,372.09,2.37037e-006,2.53298,0.160262,2.17631,0.25524
0.370271,372.09,2.51852e-006,2.62892,0.176657,2.21342,0.302725
0.370271,372.09,2.66667e-006,2.71448,0.193213,2.2351,0.355068
0.370271,372.09,2.81481e-006,2.78933,0.209814,2.24105,0.412316
0.370271,372.09,2.96296e-006,2.85317,0.22634,2.23104,0.474483
0.370271,372.09,3.11111e-006,2.90575,0.242673,2.20493,0.541547
0.370271,372.09,3.25926e-006,2.94686,0.258692,2.16264,0.61345
0.370271,372.09,3.40741e-006,2.97634,0.274279,2.1042,0.6901
0.370271,372.09,3.55556e-006,2.99408,0.289314,2.0297,0.771368
0.370271,372.09,3.7037e-006,3,0.303679,1.93932,0.85709
0.370271,372.09,3.85185e-006,2.99408,0.317259,1.83331,0.947069
0.370271,372.09,4e-006,2.97634,0.329941,1.71202,1.04107
0.370271,372.09,4.14815e-006,2.94686,0.341614,1.57585,1.13883
0.370271,372.09,4.2963e-006,2.90575,0.352172,1.4253,1.24005
0.370271,372.09,4.44444e-006,2.85317,0.361512,1.26095,1.3444
0.370271,372.09,4.59259e-006,2.78933,0.369537,1.08342,1.45151
0.370271,372.09,4.74074e-006,2.71448,0.376155,0.893431,1.56101
0.370271,372.09,4.88889e-006,2.62892,0.381279,0.691759,1.67246
0.370271,372.09,5.03704e-006,2.53298,0.384829,0.479245,1.78543
0.370271,372.09,5.18519e-006,2.42705,0.386732,0.256791,1.89945
0.370271,372.09,5.33333e-006,2.31154,0.386919,0.0253538,2.01404
0.370271,372.09,5.48148e-006,2.18691,0.385334,-0.214055,2.12868
0.370271,372.09,5.62963e-006,2.05364,0.381924,-0.460377,2.24286
0.370271,372.09,5.77778e-006,1.91227,0.376646,-0.712509,2.35602
0.370271,372.09,5.92593e-006,1.76336,0.369466,-0.96931,2.46762
0.370271,372.09,6.07407e-006,1.60748,0.360358,-1.2296,2.57709
0.370271,372.09,6.22222e-006,1.44526,0.349304,-1.49219,2.68386
0.370271,372.09,6.37037e-006,1.27734,0.336298,-1.75583,2.78736
0.370271,372.09,6.51852e-006,1.10437,0.32134,-2.01928,2.887
0.370271,372.09,6.66667e-006,0.927051,0.304442,-2.28129,2.98222
0.370271,372.09,6.81481e-006,0.74607,0.285623,-2.54059,3.07242
0.370271,372.09,6.96296e-006,0.562144,0.264912,-2.7959,3.15705
0.370271,372.09,7.11111e-006,0.376,0.24235,-3.04596,3.23554
0.370271,372.09,7.25926e-006,0.188372,0.217983,-3.28952,3.30735
0.370271,372.09,7.40741e-006,3.67382e-016,0.191869,-3.52533,3.37194
0.370271,372.09,7.55556e-006,-0.188372,0.164075,-3.75218,3.42879
0.370271,372.09,7.7037e-006,-0.376,0.134676,-3.96886,3.4774
0.370271,372.09,7.85185e-006,-0.562144,0.103756,-4.17422,3.51731
0.370271,372.09,8e-006,-0.74607,0.0714072,-4.36713,3.54805
0.370271,372.09,8.14815e-006,-0.927051,0.0377294,-4.54651,3.56921
0.370271,372.09,8.2963e-006,-1.10437,0.00283076,-4.71131,3.58039
0.370271,372.09,8.44444e-006,-1.27734,-0.0331734,-4.86055,3.58122
0.370271,372.09,8.59259e-006,-1.44526,-0.0701609,-4.99331,3.5714
0.370271,372.09,8.74074e-006,-1.60748,-0.108003,-5.10872,3.55061
0.370271,372.09,8.88889e-006,-1.76336,-0.146566,-5.20596,3.51861
0.370271,372.09,9.03704e-006,-1.91227,-0.185709,-5.28431,3.47518
0.370271,372.09,9.18519e-006,-2.05364,-0.225288,-5.34311,3.42015
0.370271,372.09,9.33333e-006,-2.18691,-0.265152,-5.38177,3.3534
0.370271,372.09,9.48148e-006,-2.31154,-0.305151,-5.39979,3.27484
0.370271,372.09,9.62963e-006,-2.42705,-0.345127,-5.39674,3.18442
0.370271,372.09,9.77778e-006,-2.53298,-0.384921,-5.37228,3.08216
0.370271,372.09,9.92593e-006,-2.62892,-0.424375,-5.32616,2.96811
0.370271,372.09,1.00741e-005,-2.71448,-0.463324,-5.25822,2.84237
0.370271,372.09,1.02222e-005,-2.78933,-0.501609,-5.16838,2.70509
0.370271,372.09,1.03704e-005,-2.85317,-0.539065,-5.05665,2.55647
