Amp, Phaseshift, Time, Vd, Vr, VL, VC
0.325975,372.09,0,0,0,0,0
0.325975,372.09,1.43885e-007,0.188372,0.00135519,0.188372,0
0.325975,372.09,2.8777e-007,0.376,0.00405048,0.374645,0.000389983
0.325975,372.09,4.31655e-007,0.562144,0.00806273,0.557703,0.00155559
0.325975,372.09,5.7554e-007,0.74607,0.0133609,0.736451,0.0038758
0.325975,372.09,7.19424e-007,0.927051,0.0199064,0.909814,0.00772067
0.325975,372.09,8.63309e-007,1.10437,0.0276527,1.07675,0.0134491
0.325975,372.09,1.00719e-006,1.27734,0.0365465,1.23624,0.0214067
0.325975,372.09,1.15108e-006,1.44526,0.0465272,1.38731,0.0319237
0.325975,372.09,1.29496e-006,1.60748,0.0575274,1.52903,0.0453128
0.325975,372.09,1.43885e-006,1.76336,0.0694735,1.66052,0.0618675
0.325975,372.09,1.58273e-006,1.91227,0.082286,1.78093,0.0818599
0.325975,372.09,1.72662e-006,2.05364,0.0958795,1.8895,0.105539
0.325975,372.09,1.8705e-006,2.18691,0.110164,1.98549,0.133131
0.325975,372.09,2.01439e-006,2.31154,0.125043,2.06825,0.164832
0.325975,372.09,2.15827e-006,2.42705,0.140418,2.13718,0.200816
0.325975,372.09,2.30216e-006,2.53298,0.156186,2.19175,0.241224
0.325975,372.09,2.44604e-006,2.62892,0.17224,2.23151,0.28617
0.325975,372.09,2.58993e-006,2.71448,0.188471,2.25607,0.335735
0.325975,372.09,2.73381e-006,2.78933,0.204767,2.26512,0.389972
0.325975,372.09,2.8777e-006,2.85317,0.221015,2.25843,0.448897
0.325975,372.09,3.02158e-006,2.90575,0.2371,2.23584,0.512499
0.325975,372.09,3.16547e-006,2.94686,0.252907,2.19726,0.580729
0.325975,372.09,3.30935e-006,2.97634,0.268323,2.14271,0.653508
0.325975,372.09,3.45324e-006,2.99408,0.283231,2.07225,0.730723
0.325975,372.09,3.59712e-006,3,0.297519,1.98605,0.812228
0.325975,372.09,3.74101e-006,2.99408,0.311075,1.88433,0.897845
0.325975,372.09,3.88489e-006,2.97634,0.323791,1.76742,0.987364
0.325975,372.09,4.02878e-006,2.94686,0.335558,1.63571,1.08054
