Amp, Phaseshift, Time, Vd, Vr, VL, VC
-0.110586,372.279,0,0,0,0,0
-0.110586,372.279,4.25532e-007,0.188372,0.00400791,0.188372,0
-0.110586,372.279,8.51064e-007,0.376,0.0119226,0.371992,0.00341098
-0.110586,372.279,1.2766e-006,0.562144,0.0235569,0.54681,0.0135579
-0.110586,372.279,1.70213e-006,0.74607,0.038641,0.708955,0.0336063
-0.110586,372.279,2.12766e-006,0.927051,0.0568283,0.854804,0.0664923
-0.110586,372.279,2.55319e-006,1.10437,0.0777018,0.981053,0.114857
-0.110586,372.279,2.97872e-006,1.27734,0.100782,1.08478,0.180986
-0.110586,372.279,3.40426e-006,1.44526,0.125537,1.16349,0.266758
-0.110586,372.279,3.82979e-006,1.60748,0.151392,1.21518,0.373598
-0.110586,372.279,4.25532e-006,1.76336,0.177741,1.23836,0.502443
-0.110586,372.279,4.68085e-006,1.91227,0.203955,1.23209,0.653712
-0.110586,372.279,5.10638e-006,2.05364,0.229401,1.19597,0.827291
-0.110586,372.279,5.53191e-006,2.18691,0.253449,1.13021,1.02253
-0.110586,372.279,5.95745e-006,2.31154,0.275482,1.03557,1.23823
-0.110586,372.279,6.38298e-006,2.42705,0.294915,0.913342,1.47268
-0.110586,372.279,6.80851e-006,2.53298,0.3112,0.76539,1.72367
-0.110586,372.279,7.23404e-006,2.62892,0.323839,0.59405,1.98852
-0.110586,372.279,7.65957e-006,2.71448,0.332395,0.402121,2.26413
-0.110586,372.279,8.08511e-006,2.78933,0.336497,0.192806,2.54702
-0.110586,372.279,8.51064e-006,2.85317,0.335851,-0.0303455,2.8334
-0.110586,372.279,8.93617e-006,2.90575,0.330245,-0.2635,3.11923
-0.110586,372.279,9.3617e-006,2.94686,0.319551,-0.502613,3.40029
-0.110586,372.279,9.78723e-006,2.97634,0.303732,-0.743496,3.67225
-0.110586,372.279,1.02128e-005,2.99408,0.282841,-0.981899,3.93074
-0.110586,372.279,1.06383e-005,3,0.25702,-1.21358,4.17146
-0.110586,372.279,1.10638e-005,2.99408,0.2265,-1.4344,4.3902
-0.110586,372.279,1.14894e-005,2.97634,0.191599,-1.64035,4.58296
-0.110586,372.279,1.19149e-005,2.94686,0.152712,-1.8277,4.74603
-0.110586,372.279,1.23404e-005,2.90575,0.110308,-1.99299,4.876
-0.110586,372.279,1.2766e-005,2.85317,0.0649222,-2.13313,4.96987
-0.110586,372.279,1.31915e-005,2.78933,0.0171463,-2.24547,5.02513
-0.110586,372.279,1.3617e-005,2.71448,-0.0323812,-2.32779,5.03972
