Amp, Phaseshift, Time, Vd, Vr, VL, VC
0.305643,372.09,0,0,0,0,0
0.305643,372.09,1.3986e-007,0.188372,0.00131728,0.188372,0
0.305643,372.09,2.7972e-007,0.376,0.00393744,0.374682,0.000368471
0.305643,372.09,4.1958e-007,0.562144,0.00783841,0.557838,0.00146985
0.305643,372.09,5.59441e-007,0.74607,0.0129906,0.736761,0.00366241
0.305643,372.09,6.99301e-007,0.927051,0.019357,0.910398,0.00729614
0.305643,372.09,8.39161e-007,1.10437,0.0268935,1.07772,0.0127107
0.305643,372.09,9.79021e-007,1.27734,0.035549,1.23773,0.0202333
0.305643,372.09,1.11888e-006,1.44526,0.0452656,1.38948,0.0301771
0.305643,372.09,1.25874e-006,1.60748,0.0559792,1.53204,0.0428388
0.305643,372.09,1.3986e-006,1.76336,0.0676193,1.66454,0.0584973
0.305643,372.09,1.53846e-006,1.91227,0.0801099,1.78616,0.0774118
0.305643,372.09,1.67832e-006,2.05364,0.0933695,1.89612,0.0998202
0.305643,372.09,1.81818e-006,2.18691,0.107312,1.99372,0.125938
0.305643,372.09,1.95804e-006,2.31154,0.121845,2.07829,0.155955
0.305643,372.09,2.0979e-006,2.42705,0.136875,2.14925,0.190037
0.305643,372.09,2.23776e-006,2.53298,0.152302,2.20607,0.228324
0.305643,372.09,2.37762e-006,2.62892,0.168024,2.24829,0.270926
0.305643,372.09,2.51748e-006,2.71448,0.183937,2.27553,0.317926
0.305643,372.09,2.65734e-006,2.78933,0.199933,2.28747,0.369377
0.305643,372.09,2.7972e-006,2.85317,0.215904,2.28386,0.425302
0.305643,372.09,2.93706e-006,2.90575,0.23174,2.26454,0.485695
0.305643,372.09,3.07692e-006,2.94686,0.247331,2.22943,0.550517
0.305643,372.09,3.21678e-006,2.97634,0.262565,2.1785,0.619701
0.305643,372.09,3.35664e-006,2.99408,0.277333,2.11181,0.693145
0.305643,372.09,3.4965e-006,3,0.291525,2.02952,0.770721
0.305643,372.09,3.63636e-006,2.99408,0.305035,1.93183,0.852266
0.305643,372.09,3.77622e-006,2.97634,0.317755,1.81904,0.937591
0.305643,372.09,3.91608e-006,2.94686,0.329584,1.69152,1.02647
0.305643,372.09,4.05594e-006,2.90575,0.340421,1.54969,1.11866
0.305643,372.09,4.1958e-006,2.85317,0.35017,1.39408,1.21389
0.305643,372.09,4.33566e-006,2.78933,0.358738,1.22527,1.31184
0.305643,372.09,4.47552e-006,2.71448,0.366038,1.04391,1.41218
0.305643,372.09,4.61538e-006,2.62892,0.371987,0.850698,1.51457
0.305643,372.09,4.75524e-006,2.53298,0.376508,0.646425,1.61862
0.305643,372.09,4.8951e-006,2.42705,0.379528,0.431919,1.72394
0.305643,372.09,5.03497e-006,2.31154,0.380983,0.208071,1.8301
0.305643,372.09,5.17483e-006,2.18691,0.380814,-0.0241797,1.93667
0.305643,372.09,5.31469e-006,2.05364,0.378969,-0.263844,2.04319
0.305643,372.09,5.45455e-006,1.91227,0.375403,-0.50989,2.1492
0.305643,372.09,5.59441e-006,1.76336,0.37008,-0.761245,2.25421
0.305643,372.09,5.73427e-006,1.60748,0.362969,-1.01681,2.35772
0.305643,372.09,5.87413e-006,1.44526,0.35405,-1.27543,2.45925
