Amp, Phaseshift, Time, Vd, Vr, VL, VC
0.816946,371.902,0,0,0,0,0
0.816946,371.902,1.73913e-007,0.188372,0.00163801,0.188372,0
0.816946,371.902,3.47826e-007,0.376,0.00489333,0.374362,0.000569744
0.816946,371.902,5.21739e-007,0.562144,0.00973404,0.556681,0.00227177
0.816946,371.902,6.95652e-007,0.74607,0.0161172,0.734064,0.00565752
0.816946,371.902,8.69565e-007,0.927051,0.0239892,0.905276,0.0112635
0.816946,371.902,1.04348e-006,1.10437,0.0332859,1.06912,0.0196076
0.816946,371.902,1.21739e-006,1.27734,0.0439332,1.22444,0.0311853
0.816946,371.902,1.3913e-006,1.44526,0.0558475,1.37014,0.0464664
0.816946,371.902,1.56522e-006,1.60748,0.0689359,1.50517,0.0658916
0.816946,371.902,1.73913e-006,1.76336,0.083097,1.62853,0.0898693
0.816946,371.902,1.91304e-006,1.91227,0.0982214,1.73931,0.118773
0.816946,371.902,2.08696e-006,2.05364,0.114192,1.83665,0.152937
0.816946,371.902,2.26087e-006,2.18691,0.130886,1.91978,0.192656
0.816946,371.902,2.43478e-006,2.31154,0.148173,1.988,0.238181
0.816946,371.902,2.6087e-006,2.42705,0.165918,2.0407,0.28972
0.816946,371.902,2.78261e-006,2.53298,0.183982,2.07735,0.34743
0.816946,371.902,2.95652e-006,2.62892,0.202221,2.09751,0.411424
0.816946,371.902,3.13043e-006,2.71448,0.220489,2.10084,0.481762
0.816946,371.902,3.30435e-006,2.78933,0.238638,2.08708,0.558454
0.816946,371.902,3.47826e-006,2.85317,0.256517,2.05608,0.641458
0.816946,371.902,3.65217e-006,2.90575,0.273976,2.00777,0.730681
0.816946,371.902,3.82609e-006,2.94686,0.290864,1.9422,0.825977
0.816946,371.902,4e-006,2.97634,0.307034,1.8595,0.927148
0.816946,371.902,4.17391e-006,2.99408,0.322337,1.7599,1.03394
0.816946,371.902,4.34783e-006,3,0.336631,1.64372,1.14606
0.816946,371.902,4.52174e-006,2.99408,0.349773,1.51139,1.26315
0.816946,371.902,4.69565e-006,2.97634,0.361629,1.36342,1.38481
0.816946,371.902,4.86957e-006,2.94686,0.372068,1.20042,1.51059
0.816946,371.902,5.04348e-006,2.90575,0.380964,1.02309,1.64001
0.816946,371.902,5.21739e-006,2.85317,0.3882,0.832198,1.77252
0.816946,371.902,5.3913e-006,2.78933,0.393667,0.628612,1.90754
0.816946,371.902,5.56522e-006,2.71448,0.39726,0.413272,2.04447
0.816946,371.902,5.73913e-006,2.62892,0.398888,0.187189,2.18265
0.816946,371.902,5.91304e-006,2.53298,0.398466,-0.0485521,2.32139
0.816946,371.902,6.08696e-006,2.42705,0.39592,-0.292806,2.45999
0.816946,371.902,6.26087e-006,2.31154,0.391186,-0.544368,2.5977
0.816946,371.902,6.43478e-006,2.18691,0.384212,-0.80198,2.73376
0.816946,371.902,6.6087e-006,2.05364,0.374957,-1.06434,2.8674
0.816946,371.902,6.78261e-006,1.91227,0.363391,-1.33009,2.99782
0.816946,371.902,6.95652e-006,1.76336,0.349497,-1.59786,3.12422
0.816946,371.902,7.13043e-006,1.60748,0.333269,-1.86624,3.24578
0.816946,371.902,7.30435e-006,1.44526,0.314714,-2.13379,3.3617
0.816946,371.902,7.47826e-006,1.27734,0.293852,-2.39908,3.47117
0.816946,371.902,7.65217e-006,1.10437,0.270716,-2.66065,3.57338
0.816946,371.902,7.82609e-006,0.927051,0.245351,-2.91704,3.66754
0.816946,371.902,8e-006,0.74607,0.217813,-3.16682,3.75288
0.816946,371.902,8.17391e-006,0.562144,0.188174,-3.40855,3.82864
0.816946,371.902,8.34783e-006,0.376,0.156514,-3.64082,3.89409
0.816946,371.902,8.52174e-006,0.188372,0.12293,-3.86224,3.94853
0.816946,371.902,8.69565e-006,1.69965e-015,0.0875256,-4.07146,3.99129
0.816946,371.902,8.86957e-006,-0.188372,0.0504197,-4.26719,4.02174
0.816946,371.902,9.04348e-006,-0.376,0.01174,-4.44815,4.03927
0.816946,371.902,9.21739e-006,-0.562144,-0.0283744,-4.61316,4.04336
0.816946,371.902,9.3913e-006,-0.74607,-0.0697748,-4.76105,4.03349
0.816946,371.902,9.56522e-006,-0.927051,-0.112303,-4.89076,4.00922
0.816946,371.902,9.73913e-006,-1.10437,-0.155793,-5.00129,3.97016
0.816946,371.902,9.91304e-006,-1.27734,-0.200068,-5.0917,3.91597
0.816946,371.902,1.0087e-005,-1.44526,-0.244948,-5.16116,3.84638
0.816946,371.902,1.02609e-005,-1.60748,-0.290243,-5.20891,3.76118
0.816946,371.902,1.04348e-005,-1.76336,-0.335758,-5.23429,3.66022
0.816946,371.902,1.06087e-005,-1.91227,-0.381295,-5.23674,3.54344
0.816946,371.902,1.07826e-005,-2.05364,-0.42665,-5.21578,3.41081
0.816946,371.902,1.09565e-005,-2.18691,-0.471616,-5.17107,3.26241
0.816946,371.902,1.11304e-005,-2.31154,-0.515984,-5.10234,3.09837
0.816946,371.902,1.13043e-005,-2.42705,-0.559544,-5.00944,2.9189
0.816946,371.902,1.14783e-005,-2.53298,-0.602086,-4.89234,2.72428
0.816946,371.902,1.16522e-005,-2.62892,-0.6434,-4.75111,2.51486
0.816946,371.902,1.18261e-005,-2.71448,-0.683278,-4.58594,2.29106
0.816946,371.902,1.2e-005,-2.78933,-0.721514,-4.39712,2.0534
0.816946,371.902,1.21739e-005,-2.85317,-0.757906,-4.18506,1.80244
0.816946,371.902,1.23478e-005,-2.90575,-0.792256,-3.95029,1.53882
0.816946,371.902,1.25217e-005,-2.94686,-0.824373,-3.69343,1.26325
0.816946,371.902,1.26957e-005,-2.97634,-0.85407,-3.41523,0.976516
0.816946,371.902,1.28696e-005,-2.99408,-0.881171,-3.11653,0.679448
0.816946,371.902,1.30435e-005,-3,-0.905503,-2.79828,0.372954
0.816946,371.902,1.32174e-005,-2.99408,-0.926908,-2.46153,0.0579966
0.816946,371.902,1.33913e-005,-2.97634,-0.945234,-2.10743,-0.264406
0.816946,371.902,1.35652e-005,-2.94686,-0.96034,-1.73722,-0.593183
0.816946,371.902,1.37391e-005,-2.90575,-0.972098,-1.35223,-0.927214
0.816946,371.902,1.3913e-005,-2.85317,-0.980393,-0.953857,-1.26534
0.816946,371.902,1.4087e-005,-2.78933,-0.98512,-0.543601,-1.60634
0.816946,371.902,1.42609e-005,-2.71448,-0.986189,-0.12302,-1.94899
0.816946,371.902,1.44348e-005,-2.62892,-0.983526,0.306261,-2.29201
0.816946,371.902,1.46087e-005,-2.53298,-0.977069,0.742557,-2.63411
0.816946,371.902,1.47826e-005,-2.42705,-0.966772,1.18413,-2.97396
0.816946,371.902,1.49565e-005,-2.31154,-0.952606,1.62919,-3.31023
0.816946,371.902,1.51304e-005,-2.18691,-0.934554,2.07593,-3.64157
0.816946,371.902,1.53043e-005,-2.05364,-0.912619,2.52248,-3.96663
0.816946,371.902,1.54783e-005,-1.91227,-0.88682,2.96698,-4.28407
0.816946,371.902,1.56522e-005,-1.76336,-0.857189,3.40753,-4.59252
0.816946,371.902,1.58261e-005,-1.60748,-0.823778,3.84223,-4.89068
0.816946,371.902,1.6e-005,-1.44526,-0.786655,4.26919,-5.17721
0.816946,371.902,1.61739e-005,-1.27734,-0.745902,4.68653,-5.45083
0.816946,371.902,1.63478e-005,-1.10437,-0.701621,5.09236,-5.71027
0.816946,371.902,1.65217e-005,-0.927051,-0.653927,5.48484,-5.95431
0.816946,371.902,1.66957e-005,-0.74607,-0.602951,5.86217,-6.18177
0.816946,371.902,1.68696e-005,-0.562144,-0.548842,6.22257,-6.39149
0.816946,371.902,1.70435e-005,-0.376,-0.491761,6.56433,-6.58239
0.816946,371.902,1.72174e-005,-0.188372,-0.431884,6.88578,-6.75344
0.816946,371.902,1.73913e-005,-3.3993e-015,-0.369403,7.18532,-6.90366
0.816946,371.902,1.75652e-005,0.188372,-0.304521,7.46143,-7.03215
0.816946,371.902,1.77391e-005,0.376,-0.237455,7.71267,-7.13807
0.816946,371.902,1.7913e-005,0.562144,-0.168432,7.93767,-7.22066
0.816946,371.902,1.8087e-005,0.74607,-0.097691,8.13516,-7.27924
0.816946,371.902,1.82609e-005,0.927051,-0.0254824,8.30399,-7.31322
0.816946,371.902,1.84348e-005,1.10437,0.0479357,8.44308,-7.32209
0.816946,371.902,1.86087e-005,1.27734,0.122296,8.55149,-7.30541
0.816946,371.902,1.87826e-005,1.44526,0.197326,8.62838,-7.26288
0.816946,371.902,1.89565e-005,1.60748,0.272744,8.67303,-7.19424
0.816946,371.902,1.91304e-005,1.76336,0.348264,8.68485,-7.09937
0.816946,371.902,1.93043e-005,1.91227,0.423598,8.66338,-6.97824
0.816946,371.902,1.94783e-005,2.05364,0.498452,8.60828,-6.8309
0.816946,371.902,1.96522e-005,2.18691,0.572534,8.51935,-6.65753
0.816946,371.902,1.98261e-005,2.31154,0.645547,8.39653,-6.45838
0.816946,371.902,2e-005,2.42705,0.717198,8.23989,-6.23385
