Amp, Phaseshift, Time, Vd, Vr, VL, VC
0.332317,372.09,0,0,0,0,0
0.332317,372.09,1.45985e-007,0.188372,0.00137497,0.188372,0
0.332317,372.09,2.91971e-007,0.376,0.00410946,0.374625,0.000401453
0.332317,372.09,4.37956e-007,0.562144,0.00817978,0.557633,0.0016013
0.332317,372.09,5.83942e-007,0.74607,0.0135541,0.736289,0.00398955
0.332317,372.09,7.29927e-007,0.927051,0.0201929,0.909507,0.00794697
0.332317,372.09,8.75912e-007,1.10437,0.0280486,1.07623,0.0138427
0.332317,372.09,1.0219e-006,1.27734,0.0370665,1.23545,0.0220321
0.332317,372.09,1.16788e-006,1.44526,0.0471844,1.38616,0.0328544
0.332317,372.09,1.31387e-006,1.60748,0.0583336,1.52744,0.0466309
0.332317,372.09,1.45985e-006,1.76336,0.0704387,1.65839,0.0636626
0.332317,372.09,1.60584e-006,1.91227,0.083418,1.77817,0.0842286
0.332317,372.09,1.75182e-006,2.05364,0.0971844,1.88599,0.108584
0.332317,372.09,1.89781e-006,2.18691,0.111645,1.98114,0.136959
0.332317,372.09,2.0438e-006,2.31154,0.126703,2.06294,0.169556
0.332317,372.09,2.18978e-006,2.42705,0.142256,2.13079,0.20655
0.332317,372.09,2.33577e-006,2.53298,0.158199,2.18418,0.248085
0.332317,372.09,2.48175e-006,2.62892,0.174423,2.22264,0.294274
0.332317,372.09,2.62774e-006,2.71448,0.190816,2.24578,0.345201
0.332317,372.09,2.77372e-006,2.78933,0.207263,2.25331,0.400913
0.332317,372.09,2.91971e-006,2.85317,0.22365,2.24499,0.461428
0.332317,372.09,3.06569e-006,2.90575,0.239859,2.22067,0.526727
0.332317,372.09,3.21168e-006,2.94686,0.255774,2.18028,0.596759
0.332317,372.09,3.35766e-006,2.97634,0.271276,2.12381,0.671438
0.332317,372.09,3.50365e-006,2.99408,0.286249,2.05137,0.750642
0.332317,372.09,3.64964e-006,3,0.300579,1.96311,0.834219
0.332317,372.09,3.79562e-006,2.99408,0.31415,1.85928,0.921979
0.332317,372.09,3.94161e-006,2.97634,0.326852,1.74022,1.0137
0.332317,372.09,4.08759e-006,2.94686,0.338577,1.60631,1.10913
0.332317,372.09,4.23358e-006,2.90575,0.34922,1.45804,1.20799
0.332317,372.09,4.37956e-006,2.85317,0.358679,1.29596,1.30995
0.332317,372.09,4.52555e-006,2.78933,0.36686,1.1207,1.41467
0.332317,372.09,4.67153e-006,2.71448,0.37367,0.932948,1.52179
0.332317,372.09,4.81752e-006,2.62892,0.379023,0.733465,1.63089
0.332317,372.09,4.9635e-006,2.53298,0.382841,0.523074,1.74155
0.332317,372.09,5.10949e-006,2.42705,0.385051,0.30266,1.85333
0.332317,372.09,5.25547e-006,2.31154,0.385585,0.0731607,1.96575
0.332317,372.09,5.40146e-006,2.18691,0.384384,-0.164431,2.07833
0.332317,372.09,5.54745e-006,2.05364,0.381398,-0.409074,2.19056
0.332317,372.09,5.69343e-006,1.91227,0.376583,-0.659687,2.30192
0.332317,372.09,5.83942e-006,1.76336,0.369903,-0.915145,2.41187
0.332317,372.09,5.9854e-006,1.60748,0.361332,-1.17429,2.51987
0.332317,372.09,6.13139e-006,1.44526,0.35085,-1.43594,2.62537
0.332317,372.09,6.27737e-006,1.27734,0.33845,-1.69888,2.72781
0.332317,372.09,6.42336e-006,1.10437,0.32413,-1.96188,2.82662
0.332317,372.09,6.56934e-006,0.927051,0.307898,-2.2237,2.92126
0.332317,372.09,6.71533e-006,0.74607,0.289773,-2.48309,3.01116
0.332317,372.09,6.86131e-006,0.562144,0.269782,-2.73879,3.09576
0.332317,372.09,7.0073e-006,0.376,0.247961,-2.98955,3.17453
0.332317,372.09,7.15328e-006,0.188372,0.224354,-3.23412,3.24693
0.332317,372.09,7.29927e-006,3.67382e-016,0.199016,-3.47128,3.31243
0.332317,372.09,7.44526e-006,-0.188372,0.17201,-3.69982,3.37054
0.332317,372.09,7.59124e-006,-0.376,0.143408,-3.91855,3.42076
0.332317,372.09,7.73723e-006,-0.562144,0.113289,-4.12631,3.46263
0.332317,372.09,7.88321e-006,-0.74607,0.0817412,-4.32199,3.49571
0.332317,372.09,8.0292e-006,-0.927051,0.0488616,-4.5045,3.51958
0.332317,372.09,8.17518e-006,-1.10437,0.0147535,-4.67281,3.53384
0.332317,372.09,8.32117e-006,-1.27734,-0.0204723,-4.82593,3.53815
0.332317,372.09,8.46715e-006,-1.44526,-0.0566981,-4.96294,3.53217
0.332317,372.09,8.61314e-006,-1.60748,-0.0938,-5.08295,3.51562
0.332317,372.09,8.75912e-006,-1.76336,-0.131648,-5.18517,3.48823
0.332317,372.09,8.90511e-006,-1.91227,-0.170107,-5.26886,3.44979
0.332317,372.09,9.05109e-006,-2.05364,-0.209036,-5.33333,3.40013
0.332317,372.09,9.19708e-006,-2.18691,-0.248292,-5.378,3.3391
0.332317,372.09,9.34307e-006,-2.31154,-0.287725,-5.40234,3.2666
0.332317,372.09,9.48905e-006,-2.42705,-0.327184,-5.40593,3.18259
0.332317,372.09,9.63504e-006,-2.53298,-0.366515,-5.38839,3.08707
0.332317,372.09,9.78102e-006,-2.62892,-0.405563,-5.34947,2.98005
0.332317,372.09,9.92701e-006,-2.71448,-0.444168,-5.28897,2.86164
0.332317,372.09,1.0073e-005,-2.78933,-0.482174,-5.2068,2.73196
0.332317,372.09,1.0219e-005,-2.85317,-0.519422,-5.10295,2.59118
