Amp, Phaseshift, Time, Vd, Vr, VL, VC
-0.190726,373.158,0,0,0,0,0
-0.190726,373.158,2.06186e-007,0.188372,0.00194197,0.188372,0
-0.190726,373.158,4.12371e-007,0.376,0.00579824,0.374058,0.000800814
-0.190726,373.158,6.18557e-007,0.562144,0.0115255,0.555545,0.00319184
-0.190726,373.158,8.24742e-007,0.74607,0.0190652,0.731352,0.00794463
-0.190726,373.158,1.03093e-006,0.927051,0.028344,0.900041,0.0158066
-0.190726,373.158,1.23711e-006,1.10437,0.0392741,1.06022,0.0274948
-0.190726,373.158,1.4433e-006,1.27734,0.0517542,1.21057,0.0436903
-0.190726,373.158,1.64948e-006,1.44526,0.0656699,1.34982,0.0650323
-0.190726,373.158,1.85567e-006,1.60748,0.0808944,1.47678,0.0921126
-0.190726,373.158,2.06186e-006,1.76336,0.0972897,1.59035,0.125471
-0.190726,373.158,2.26804e-006,1.91227,0.114707,1.68951,0.165591
-0.190726,373.158,2.47423e-006,2.05364,0.132989,1.77334,0.212893
-0.190726,373.158,2.68041e-006,2.18691,0.151969,1.84102,0.267734
-0.190726,373.158,2.8866e-006,2.31154,0.171472,1.89184,0.330401
-0.190726,373.158,3.09278e-006,2.42705,0.19132,1.92518,0.401111
-0.190726,373.158,3.29897e-006,2.53298,0.211325,1.94055,0.480006
-0.190726,373.158,3.50515e-006,2.62892,0.2313,1.93759,0.56715
-0.190726,373.158,3.71134e-006,2.71448,0.251053,1.91603,0.662532
-0.190726,373.158,3.91753e-006,2.78933,0.270391,1.87574,0.766059
-0.190726,373.158,4.12371e-006,2.85317,0.28912,1.81672,0.877561
-0.190726,373.158,4.3299e-006,2.90575,0.307048,1.73907,0.996785
-0.190726,373.158,4.53608e-006,2.94686,0.323987,1.64303,1.1234
-0.190726,373.158,4.74227e-006,2.97634,0.339749,1.52895,1.25701
-0.190726,373.158,4.94845e-006,2.99408,0.354155,1.39732,1.39711
-0.190726,373.158,5.15464e-006,3,0.367028,1.24874,1.54315
-0.190726,373.158,5.36082e-006,2.99408,0.378203,1.0839,1.6945
-0.190726,373.158,5.56701e-006,2.97634,0.387518,0.903638,1.85046
-0.190726,373.158,5.7732e-006,2.94686,0.394826,0.70888,2.01027
-0.190726,373.158,5.97938e-006,2.90575,0.399988,0.500658,2.17308
-0.190726,373.158,6.18557e-006,2.85317,0.402875,0.280102,2.33802
-0.190726,373.158,6.39175e-006,2.78933,0.403375,0.0484304,2.50416
-0.190726,373.158,6.59794e-006,2.71448,0.401385,-0.193051,2.6705
-0.190726,373.158,6.80412e-006,2.62892,0.396818,-0.442962,2.83602
-0.190726,373.158,7.01031e-006,2.53298,0.389603,-0.699851,2.99965
-0.190726,373.158,7.21649e-006,2.42705,0.379683,-0.962205,3.16031
-0.190726,373.158,7.42268e-006,2.31154,0.367019,-1.22846,3.31688
-0.190726,373.158,7.62887e-006,2.18691,0.351586,-1.497,3.46823
-0.190726,373.158,7.83505e-006,2.05364,0.333378,-1.76618,3.61322
-0.190726,373.158,8.04124e-006,1.91227,0.312405,-2.03432,3.75069
-0.190726,373.158,8.24742e-006,1.76336,0.288697,-2.29974,3.87952
-0.190726,373.158,8.45361e-006,1.60748,0.262297,-2.56074,3.99857
-0.190726,373.158,8.65979e-006,1.44526,0.233271,-2.81561,4.10673
-0.190726,373.158,8.86598e-006,1.27734,0.201697,-3.06267,4.20293
-0.190726,373.158,9.07216e-006,1.10437,0.167673,-3.30025,4.2861
-0.190726,373.158,9.27835e-006,0.927051,0.131315,-3.52672,4.35524
-0.190726,373.158,9.48454e-006,0.74607,0.0927537,-3.74049,4.4094
