Amp, Phaseshift, Time, Vd, Vr, VL, VC
-0.236411,372.342,0,0,0,0,0
-0.236411,372.342,2.89855e-007,0.188372,0.00273002,0.188372,0
-0.236411,372.342,5.7971e-007,0.376,0.00813973,0.37327,0.00158262
-0.236411,372.342,8.69565e-007,0.562144,0.0161458,0.552422,0.0063013
-0.236411,372.342,1.15942e-006,0.74607,0.0266331,0.723623,0.0156612
-0.236411,372.342,1.44928e-006,0.927051,0.0394557,0.884757,0.0311007
-0.236411,372.342,1.73913e-006,1.10437,0.0544385,1.03382,0.0539736
-0.236411,372.342,2.02899e-006,1.27734,0.0713795,1.16893,0.0855321
-0.236411,372.342,2.31884e-006,1.44526,0.0900512,1.28835,0.126912
-0.236411,372.342,2.6087e-006,1.60748,0.110204,1.39052,0.179115
-0.236411,372.342,2.89855e-006,1.76336,0.131567,1.47404,0.243001
-0.236411,372.342,3.18841e-006,1.91227,0.153852,1.5377,0.319272
-0.236411,372.342,3.47826e-006,2.05364,0.176758,1.58052,0.408461
-0.236411,372.342,3.76812e-006,2.18691,0.199971,1.60169,0.51093
-0.236411,372.342,4.05797e-006,2.31154,0.223169,1.60064,0.626855
-0.236411,372.342,4.34783e-006,2.42705,0.246024,1.57703,0.756228
-0.236411,372.342,4.63768e-006,2.53298,0.268209,1.53073,0.898851
-0.236411,372.342,4.92754e-006,2.62892,0.289395,1.46186,1.05433
-0.236411,372.342,5.21739e-006,2.71448,0.309261,1.37075,1.2221
-0.236411,372.342,5.50725e-006,2.78933,0.327492,1.25797,1.40138
-0.236411,372.342,5.7971e-006,2.85317,0.343787,1.1243,1.59123
-0.236411,372.342,6.08696e-006,2.90575,0.357855,0.970731,1.79053
-0.236411,372.342,6.37681e-006,2.94686,0.369427,0.798478,1.99798
-0.236411,372.342,6.66667e-006,2.97634,0.378252,0.608936,2.21214
-0.236411,372.342,6.95652e-006,2.99408,0.384103,0.403686,2.43142
-0.236411,372.342,7.24638e-006,3,0.386777,0.184479,2.65409
-0.236411,372.342,7.53623e-006,2.99408,0.386099,-0.0467828,2.8783
-0.236411,372.342,7.82609e-006,2.97634,0.381924,-0.288059,3.10213
-0.236411,372.342,8.11594e-006,2.94686,0.374138,-0.537192,3.32354
-0.236411,372.342,8.4058e-006,2.90575,0.362661,-0.791924,3.54043
-0.236411,372.342,8.69565e-006,2.85317,0.347445,-1.04992,3.75067
-0.236411,372.342,8.98551e-006,2.78933,0.328477,-1.30878,3.95208
-0.236411,372.342,9.27536e-006,2.71448,0.30578,-1.56608,4.1425
-0.236411,372.342,9.56522e-006,2.62892,0.279413,-1.81936,4.31977
-0.236411,372.342,9.85507e-006,2.53298,0.249468,-2.0662,4.48175
-0.236411,372.342,1.01449e-005,2.42705,0.216074,-2.30416,4.62637
-0.236411,372.342,1.04348e-005,2.31154,0.179395,-2.5309,4.75163
-0.236411,372.342,1.07246e-005,2.18691,0.139625,-2.74411,4.85562
-0.236411,372.342,1.10145e-005,2.05364,0.0969928,-2.94161,4.93656
-0.236411,372.342,1.13043e-005,1.91227,0.0517567,-3.12129,4.99279
-0.236411,372.342,1.15942e-005,1.76336,0.0042032,-3.28119,5.0228
-0.236411,372.342,1.18841e-005,1.60748,-0.045355,-3.41952,5.02523
-0.236411,372.342,1.21739e-005,1.44526,-0.0965814,-3.53462,4.99894
-0.236411,372.342,1.24638e-005,1.27734,-0.149118,-3.62502,4.94295
-0.236411,372.342,1.27536e-005,1.10437,-0.202588,-3.68946,4.85651
-0.236411,372.342,1.30435e-005,0.927051,-0.256601,-3.72687,4.73906
-0.236411,372.342,1.33333e-005,0.74607,-0.310752,-3.73639,4.59031
-0.236411,372.342,1.36232e-005,0.562144,-0.364627,-3.71741,4.41016
-0.236411,372.342,1.3913e-005,0.376,-0.417809,-3.66954,4.19879
-0.236411,372.342,1.42029e-005,0.188372,-0.469876,-3.59261,3.95658
-0.236411,372.342,1.44928e-005,3.67382e-016,-0.520407,-3.4867,3.68419
-0.236411,372.342,1.47826e-005,-0.188372,-0.568989,-3.35215,3.3825
-0.236411,372.342,1.50725e-005,-0.376,-0.615214,-3.18951,3.05265
-0.236411,372.342,1.53623e-005,-0.562144,-0.658686,-2.99958,2.69601
-0.236411,372.342,1.56522e-005,-0.74607,-0.699025,-2.78339,2.31416
-0.236411,372.342,1.5942e-005,-0.927051,-0.735869,-2.54218,1.90893
-0.236411,372.342,1.62319e-005,-1.10437,-0.768875,-2.27743,1.48234
-0.236411,372.342,1.65217e-005,-1.27734,-0.797727,-1.9908,1.03661
-0.236411,372.342,1.68116e-005,-1.44526,-0.822135,-1.68415,0.574161
-0.236411,372.342,1.71014e-005,-1.60748,-0.841838,-1.35951,0.0975612
-0.236411,372.342,1.73913e-005,-1.76336,-0.856607,-1.01908,-0.390461
-0.236411,372.342,1.76812e-005,-1.91227,-0.866248,-0.665204,-0.887045
-0.236411,372.342,1.7971e-005,-2.05364,-0.870601,-0.300349,-1.38922
-0.236411,372.342,1.82609e-005,-2.18691,-0.869544,0.0729119,-1.89391
-0.236411,372.342,1.85507e-005,-2.31154,-0.862994,0.451917,-2.398
-0.236411,372.342,1.88406e-005,-2.42705,-0.850908,0.83394,-2.89828
-0.236411,372.342,1.91304e-005,-2.53298,-0.833282,1.21621,-3.39156
-0.236411,372.342,1.94203e-005,-2.62892,-0.810153,1.59593,-3.87463
-0.236411,372.342,1.97101e-005,-2.71448,-0.781598,1.9703,-4.34428
-0.236411,372.342,2e-005,-2.78933,-0.747735,2.33655,-4.79738
-0.236411,372.342,2.02899e-005,-2.85317,-0.708721,2.69194,-5.23085
-0.236411,372.342,2.05797e-005,-2.90575,-0.664753,3.03382,-5.6417
-0.236411,372.342,2.08696e-005,-2.94686,-0.616063,3.35959,-6.02707
-0.236411,372.342,2.11594e-005,-2.97634,-0.562921,3.66678,-6.3842
-0.236411,372.342,2.14493e-005,-2.99408,-0.505631,3.95304,-6.71053
-0.236411,372.342,2.17391e-005,-3,-0.444527,4.21617,-7.00365
-0.236411,372.342,2.2029e-005,-2.99408,-0.379975,4.4541,-7.26135
-0.236411,372.342,2.23188e-005,-2.97634,-0.312366,4.66498,-7.48163
-0.236411,372.342,2.26087e-005,-2.94686,-0.242118,4.84713,-7.66271
-0.236411,372.342,2.28986e-005,-2.90575,-0.169668,4.99908,-7.80307
-0.236411,372.342,2.31884e-005,-2.85317,-0.0954709,5.11956,-7.90142
-0.236411,372.342,2.34783e-005,-2.78933,-0.019999,5.20756,-7.95677
-0.236411,372.342,2.37681e-005,-2.71448,0.056266,5.26229,-7.96836
-0.236411,372.342,2.4058e-005,-2.62892,0.132834,5.28318,-7.93574
-0.236411,372.342,2.43478e-005,-2.53298,0.20921,5.26993,-7.85874
-0.236411,372.342,2.46377e-005,-2.42705,0.284898,5.22248,-7.73746
-0.236411,372.342,2.49275e-005,-2.31154,0.359405,5.14102,-7.5723
-0.236411,372.342,2.52174e-005,-2.18691,0.432246,5.02599,-7.36395
-0.236411,372.342,2.55072e-005,-2.05364,0.502942,4.87806,-7.11337
-0.236411,372.342,2.57971e-005,-1.91227,0.571031,4.69816,-6.82181
-0.236411,372.342,2.6087e-005,-1.76336,0.636067,4.48742,-6.49078
-0.236411,372.342,2.63768e-005,-1.60748,0.697621,4.24723,-6.12204
-0.236411,372.342,2.66667e-005,-1.44526,0.75529,3.97916,-5.71763
-0.236411,372.342,2.69565e-005,-1.27734,0.808695,3.685,-5.27978
-0.236411,372.342,2.72464e-005,-1.10437,0.857488,3.36671,-4.81097
-0.236411,372.342,2.75362e-005,-0.927051,0.90135,3.02643,-4.31387
-0.236411,372.342,2.78261e-005,-0.74607,0.939994,2.66645,-3.79135
-0.236411,372.342,2.81159e-005,-0.562144,0.973171,2.28921,-3.24643
-0.236411,372.342,2.84058e-005,-0.376,1.00067,1.89726,-2.68227
-0.236411,372.342,2.86957e-005,-0.188372,1.02231,1.49323,-2.10217
-0.236411,372.342,2.89855e-005,-7.34764e-016,1.03796,1.07987,-1.50953
-0.236411,372.342,2.92754e-005,0.188372,1.04752,0.659945,-0.907817
-0.236411,372.342,2.95652e-005,0.376,1.05095,0.236293,-0.300557
-0.236411,372.342,2.98551e-005,0.562144,1.04822,-0.188247,0.308688
-0.236411,372.342,3.01449e-005,0.74607,1.03937,-0.610838,0.916352
-0.236411,372.342,3.04348e-005,0.927051,1.02446,-1.02867,1.51888
-0.236411,372.342,3.07246e-005,1.10437,1.0036,-1.43897,2.11277
